cell	CL:0000000
delta cell of colon	CL:0002265
colonic delta cell	CL:0002265
type D cell of small intestine	CL:0002266
small intestine D-cell	CL:0002266
delta cell of small intestine	CL:0002266
small intestine delta cell	CL:0002266
type D cell of stomach	CL:0002267
stomach delta cell	CL:0002267
delta cell of stomach	CL:0002267
stomach D-cell	CL:0002267
P/D1 enteroendocrine cell	CL:0002268
vasoactive intestinal peptide secreting cell	CL:0002269
type EC2 enteroendocrine cell	CL:0002270
type EC1 enteroendocrine cell	CL:0002271
motilin secreting cell	CL:0002272
type ECL enteroendocrine cell	CL:0002273
histamine secreting cell	CL:0002274
pancreatic PP cell	CL:0002275
PP-cell of pancreatic islet	CL:0002275
PP cell of pancreatic islet	CL:0002275
pancreatic polypeptide-secreting cell	CL:0002275
beta, delta and PP cells	CL:0002275
PP-cell	CL:0002275
PP cells	CL:0002275
type I enteroendocrine cell	CL:0002277
CCK cell	CL:0002277
GIP cell	CL:0002278
type K enteroendocrine cell	CL:0002278
K, L, D, and N cells	CL:0002278
type L enteroendocrine cell	CL:0002279
K, L, D, and N cells	CL:0002279
type N enteroendocrine cell	CL:0002280
N cell	CL:0002280
K, L, D, and N cells	CL:0002280
type S enteroendocrine cell	CL:0002281
type TG enteroendocrine cell	CL:0002282
ecto-epithelial cell of viscerocranial mucosa	CL:0002283
type X enteroendocrine cell	CL:0002284
X/A-like	CL:0002284
A-like	CL:0002284
type III taste bud cell	CL:0002285
type 3 taste cell	CL:0002285
Type II or Type III cells	CL:0002285
Type III cells	CL:0002285
type II taste cell	CL:0002286
type 2 taste cell	CL:0002286
Type II or Type III cells	CL:0002286
Type II receptor cell	CL:0002286
Type II cell	CL:0002286
Type II (GFP-expressing, green) chemoreceptor cells	CL:0002286
type IV taste receptor cell	CL:0002287
type 4 taste cell	CL:0002287
type V taste receptor cell	CL:0002288
type I taste bud cell	CL:0002289
type taste 1 cell	CL:0002289
type I taste cell	CL:0002289
dark tongue cell	CL:0002289
Y chromosome-bearing sperm cell	CL:0002290
Y-bearing sperm	CL:0002290
Y bearing sperm	CL:0002290
X chromosome-bearing sperm cell	CL:0002291
X bearing sperm	CL:0002291
X-bearing sperm	CL:0002291
type I cell of carotid body	CL:0002292
glomus cell	CL:0002292
epithelial cell of thymus	CL:0002293
epithelial reticular cell of thymus	CL:0002293
epithelial reticular cell	CL:0002293
thymic epithelial cell	CL:0002293
epithelial cell of thymus gland	CL:0002293
TEC	CL:0002293
TECs	CL:0002293
thymic epithelial cells	CL:0002293
type-1 epithelial cell of thymus	CL:0002294
type-6 epithelial cell of thymus	CL:0002295
cystic thymic epithelial cells	CL:0002295
large medullary thymic epithelial cells	CL:0002295
large mTEC	CL:0002295
type-4 epithelial cell of thymus	CL:0002296
dark thymic epithelial cell	CL:0002296
type-3 epithelial cell of thymus	CL:0002297
intermediate thymic epithelial cell	CL:0002297
type-5 epithelial cell of thymus	CL:0002298
undifferentiated medullary thymic epithelial cell	CL:0002298
undifferentiated thymic epithelial cell	CL:0002298
undifferentiated mTEC	CL:0002298
type-2 epithelial cell of thymus	CL:0002299
pale thymic epithelial cell	CL:0002299
type-7 epithelial cell of thymus	CL:0002300
spindle shaped medullary thymic epithelial cell	CL:0002300
spindle shaped mTEC	CL:0002300
type B synovial cell	CL:0002301
fibroblast-like synoviocyte	CL:0002301
synovial fibroblast	CL:0002301
fibroblast-like synoviocytes	CL:0002301
FLS	CL:0002301
synovial fibroblasts	CL:0002301
SFs	CL:0002301
type A synovial cell	CL:0002302
type A synoviocyte	CL:0002302
synovial macrophages	CL:0002302
pigmented ciliary epithelial cell	CL:0002303
PE cell	CL:0002303
non-pigmented ciliary epithelial cell	CL:0002304
NPE cell	CL:0002304
nonpigmented ciliary epithelial cell	CL:0002304
epithelial cell of distal tubule	CL:0002305
kidney distal tubule epithelial cell	CL:0002305
distal tubule	CL:0002305
epithelial cell of proximal tubule	CL:0002306
kidney proximal tubule epithelial cell	CL:0002306
proximal tubule epithelial cells	CL:0002306
aPT	CL:0002306
adaptive proximal tubules	CL:0002306
KIDNEY proximal tubule cells	CL:0002306
PT	CL:0002306
proximal tubule cell	CL:0002306
VCAM1+	CL:0002306
VCAM1 gene positive proximal tubule cell	CL:0002306
PT cells	CL:0002306
proximal tubule cells	CL:0002306
VCAM1+ proximal tubule cells	CL:0002306
VCAM1+ PT cells	CL:0002306
proximal tubular epithelial cell	CL:0002306
brush border cell of the proximal tubule	CL:0002307
epithelial cell of skin gland	CL:0002308
epithelial cell of gland of skin	CL:0002308
corticotroph	CL:0002309
Corticotrophs	CL:0002309
corticotropes	CL:0002309
corticotrope	CL:0002309
corticotrope or gonadotrope cells	CL:0002309
mammosomatotroph	CL:0002310
mammotroph	CL:0002311
mammotrophic cell	CL:0002311
epsilon-acidophil	CL:0002311
lactotroph	CL:0002311
mammotrope	CL:0002311
lactotrope	CL:0002311
mammotropic cell	CL:0002311
lactotropic cell	CL:0002311
Lactotrophs	CL:0002311
lactotropes	CL:0002311
somatotroph	CL:0002312
somatotrope	CL:0002312
somatotropic cell	CL:0002312
somatrophic cell	CL:0002312
Somatotrophs	CL:0002312
somatotropes	CL:0002312
endocrine-paracrine cell of prostate gland	CL:0002313
neuro-epithelial cell of prostate gland	CL:0002313
glandular cell of prostate	CL:0002313
external supporting cell of vestibular epithelium	CL:0002314
supporting cell of cochlea	CL:0002315
cochlear cells	CL:0002315
Supporting cells	CL:0002315
supporting cell	CL:0002315
SCs	CL:0002315
supporting cell of vestibular epithelium	CL:0002316
vestibular supporting cells	CL:0002316
external limiting cell of vestibular epithelium	CL:0002317
peripheral blood mesothelial cell	CL:0002318
SAE cell	CL:0002318
neural cell	CL:0002319
brain cells	CL:0002319
neural	CL:0002319
neural cells	CL:0002319
Brain Cell	CL:0002319
nerve-resident cells	CL:0002319
connective tissue cell	CL:0002320
embryonic cell (metazoa)	CL:0002321
embryonic stem cell	CL:0002322
ESC	CL:0002322
embryonic SCs	CL:0002322
ESCs	CL:0002322
hESC	CL:0002322
Embryonic Stem Cells	CL:0002322
embryonic stem (ES) cells	CL:0002322
ES	CL:0002322
hES	CL:0002322
hES cells	CL:0002322
aneuploid embryonic stem cells	CL:0002322
hESCs	CL:0002322
Embryonic or pluripotent stem cell	CL:0002322
mESC	CL:0002322
mouse embryonic stem cells	CL:0002322
Embryonic and pluripotent SCs	CL:0002322
amniocyte	CL:0002323
basal-myoepithelial cell of mammary gland	CL:0002324
myoepithelial cell of mammary gland	CL:0002324
lactocyte	CL:0002325
luminal cell of alveolus of lactiferous gland	CL:0002325
lactaction-associated mammary epithelial cell	CL:0002325
epithelial cell of lactiferous gland	CL:0002325
lactation-derived mammary cell	CL:0002325
mammary alveolar epithelial cell	CL:0002325
mammary gland alveolar epithelial cell	CL:0002325
luminal epithelial cell of mammary gland	CL:0002326
luminal cells	CL:0002326
basal or luminal cells	CL:0002326
mammary gland epithelial cell	CL:0002327
mammary epithelial cell	CL:0002327
breast epithelial cell	CL:0002327
epithelial cell	CL:0002327
mammary epithelial cells	CL:0002327
bronchial epithelial cell	CL:0002328
bronchial cell	CL:0002328
bronchial and bronchiolar epithelial cells	CL:0002328
bronchiolar cell	CL:0002328
BRONCHUS - respiratory epithelial cells	CL:0002328
HBEC	CL:0002328
bronchial epithelial cells	CL:0002328
basal epithelial cell of tracheobronchial tree	CL:0002329
undifferentiated cell of bronchus epithelium	CL:0002330
multiciliated epithelial cell of the bronchus	CL:0002332
ciliated epithelial cell of the bronchus	CL:0002332
ciliated cell	CL:0002332
ciliated cells	CL:0002332
neural crest derived adipocyte	CL:0002333
preadipocyte	CL:0002334
pre-adipocytes	CL:0002334
APC	CL:0002334
Adipocyte precursor cells	CL:0002334
preadipocytes	CL:0002334
brown preadipocyte	CL:0002335
buccal mucosa cell	CL:0002336
keratinocyte stem cell	CL:0002337
bulge keratinocyte	CL:0002337
bulge stem cells	CL:0002337
keratinocyte SCs	CL:0002337
CD56-positive, CD161-positive immature natural killer cell, human	CL:0002338
prostate stem cell	CL:0002339
CD133-positive prostate epithelial cell	CL:0002339
luminal cell of prostate epithelium	CL:0002340
luminal cell	CL:0002340
basal cell of prostate epithelium	CL:0002341
basal cells	CL:0002341
circulating endothelial cell	CL:0002342
circulating endothelial cells	CL:0002342
decidual natural killer cell, human	CL:0002343
decidual NK cell	CL:0002343
dNK cell	CL:0002343
decidual NK cells	CL:0002343
dNK	CL:0002343
decidual NK (dNK) cells	CL:0002343
CD56-negative, CD161-positive immature natural killer cell, human	CL:0002344
CD27-low, CD11b-low immature natural killer cell, mouse	CL:0002345
CD27-CD11b- NK	CL:0002345
Dx5-negative, NK1.1-positive immature natural killer cell, mouse	CL:0002346
CD27-high, CD11b-high natural killer cell, mouse	CL:0002347
CD27+CD11b+ NK cells	CL:0002347
CD27-low, CD11b-high natural killer cell, mouse	CL:0002348
CD27-high, CD11b-low natural killer cell, mouse	CL:0002349
endocardial cell	CL:0002350
endothelial cell of endocardium	CL:0002350
endocardial endothelial cell	CL:0002350
EndoC	CL:0002350
endocardial cells	CL:0002350
endocardial, valve endothelial, and valve interstitial cell	CL:0002350
progenitor cell of endocrine pancreas	CL:0002351
pancreatic endocrine progenitor	CL:0002351
pancreatic islet progenitor cell	CL:0002351
pancreatic mesenchymal cells	CL:0002351
gestational hematopoietic stem cell	CL:0002352
fetal liver hematopoietic progenitor cell	CL:0002353
CD34+ human fetal liver-derived cells	CL:0002353
yolk sac hematopoietic stem cell	CL:0002354
hemangioblast precursor	CL:0002354
extra-embryonic yolk sac progenitors	CL:0002354
yolk sac erythro-myeloid progenitors	CL:0002354
primitive red blood cell	CL:0002355
primitive erythroblast	CL:0002355
primitive erythroid cell	CL:0002355
primitive erythrocyte	CL:0002355
pEry	CL:0002355
primitive erythrocytes	CL:0002355
primitive reticulocyte	CL:0002356
megalocyte	CL:0002356
immature reticulocyte	CL:0002356
immature reticulocytes	CL:0002356
fetal derived definitive erythrocyte	CL:0002357
macrocyte	CL:0002357
pyrenocyte	CL:0002358
placental hematopoietic stem cell	CL:0002359
AGM hematopoietic stem cell	CL:0002360
AGM cells	CL:0002360
primitive erythroid progenitor	CL:0002361
EryP-CFC	CL:0002361
inner blood island hemangioblast	CL:0002361
cerebellar granule cell precursor	CL:0002362
keratocyte	CL:0002363
corneal keratocyte	CL:0002363
corneal fibroblast	CL:0002363
HCFs	CL:0002363
cortical thymic epithelial cell	CL:0002364
cTEC	CL:0002364
cTECs	CL:0002364
cortical thymic epithelial cells	CL:0002364
medullary thymic epithelial cell	CL:0002365
mTEC	CL:0002365
mTECs	CL:0002365
medullary thymic epithelial cells	CL:0002365
medullary cell	CL:0002365
Thymic medullary epithelial cells	CL:0002365
myometrial cell	CL:0002366
myometrium smooth muscle cell	CL:0002366
trabecular meshwork cell	CL:0002367
trabeculocyte	CL:0002367
trabecular cell	CL:0002367
respiratory tract epithelial cell	CL:0002368
respiratory epithelial cell	CL:0002368
airway epithelial cell	CL:0002368
airway epithelial cells	CL:0002368
fungal spore	CL:0002369
respiratory tract goblet cell	CL:0002370
respiratory mucosa goblet cells	CL:0002370
respiratory goblet cell	CL:0002370
goblet	CL:0002370
myotube	CL:0002372
myofibril	CL:0002372
myofiber	CL:0002372
growth hormone releasing hormone secreting cell	CL:0002373
GHRH secreting cell	CL:0002373
somatocrinin secreting cell	CL:0002373
ear hair cell	CL:0002374
ear receptor cell	CL:0002374
Schwann cell precursor	CL:0002375
Schwann cell precursor cell	CL:0002375
Schwann cell precursors	CL:0002375
SCPs	CL:0002375
SCP	CL:0002375
Schwann Cell Progenitors	CL:0002375
non-myelinating Schwann cell	CL:0002376
immature Schwann cell	CL:0002377
immature Vgamma2-positive fetal thymocyte	CL:0002378
meningothelial cell	CL:0002379
arachnoid cap cell	CL:0002379
oospore	CL:0002380
uninucleate conidium	CL:0002381
multinucleate conidium	CL:0002382
conidium of conidiophore head	CL:0002383
uninucleate macroconidium	CL:0002384
blastoconidium	CL:0002385
multinucleate macroconidium	CL:0002386
arthroconidium	CL:0002387
multinucleate arthroconidium	CL:0002388
uninucleate arthroconidium	CL:0002389
uninucleate blastconidium	CL:0002390
multinucleate blastoconidium	CL:0002391
intermediate monocyte	CL:0002393
Classical and intermediate monocytes	CL:0002393
intermediate MCs	CL:0002393
iMC	CL:0002393
Intermediate monocytes	CL:0002393
CD141-positive myeloid dendritic cell	CL:0002394
CD141+ DCs	CL:0002394
DC	CL:0002394
Gr1-high classical monocyte	CL:0002395
CD14-low, CD16-positive monocyte	CL:0002396
non-classical monocyte, human	CL:0002396
CD14-positive, CD16-positive monocyte	CL:0002397
CD16+ monocyte	CL:0002397
CD16+ monocytes	CL:0002397
CD16+ mono	CL:0002397
CD14+CD16+ monocytes	CL:0002397
CD14+CD16+ mono	CL:0002397
CD16Mono	CL:0002397
Gr1-positive, CD43-positive monocyte	CL:0002398
CD1c-positive myeloid dendritic cell	CL:0002399
CD163+ CD14+ DCs	CL:0002399
CD1c+ B DCs	CL:0002399
DC	CL:0002399
fraction B/C precursor B cell	CL:0002400
mature dendritic epithelial T cell precursor	CL:0002401
mature DEC precursor	CL:0002401
mature DETC precursor	CL:0002401
Peyer's patch B cell	CL:0002402
Peyers patch B cell	CL:0002402
mature Vgamma2-positive fetal thymocyte	CL:0002403
fetal Vgamma2-positive	CL:0002403
fetal thymocyte	CL:0002404
gamma-delta thymocyte	CL:0002405
gammadelta thymocyte	CL:0002405
gd thymocyte	CL:0002405
gammadelta thymocytes	CL:0002405
DN and gammadelta thymocytes	CL:0002405
gammadelta	CL:0002405
immature Vgamma2-positive thymocyte	CL:0002406
mature Vgamma2-positive thymocyte	CL:0002407
Vgamma2-positive	CL:0002407
immature Vgamma2-negative thymocyte	CL:0002408
mature Vgamma2-negative thymocyte	CL:0002409
Vgamma2-negative	CL:0002409
pancreatic stellate cell	CL:0002410
pancreas stellate cell	CL:0002410
PaSC	CL:0002410
pancreatic stellate cells	CL:0002410
PSCs	CL:0002410
Vgamma1.1-positive, Vdelta6.3-negative thymocyte	CL:0002411
Vg1.1-positive, Vd6.3-negative T cell	CL:0002411
Vgamma1.1-positive, Vdelta6.3-positive thymocyte	CL:0002412
Vg1.1+Vd6.3+ T cell	CL:0002412
mature Vgamma1.1-positive, Vdelta6.3-negative thymocyte	CL:0002413
immature Vgamma1.1-positive, Vdelta6.3-negative thymocyte	CL:0002414
immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte	CL:0002415
immature Vg1.1+Vd6.3+ T cell	CL:0002415
mature Vgamma1.1-positive, Vdelta6.3-positive thymocyte	CL:0002416
mature Vg1.1+Vd6.3+ T cell	CL:0002416
primitive erythroid lineage cell	CL:0002417
hemangioblast	CL:0002418
mature T cell	CL:0002419
CD3e-positive T cell	CL:0002419
mature T-cell	CL:0002419
CD3+ T cell	CL:0002419
Mature T cells	CL:0002419
CD3+, T cells	CL:0002419
CD3+ T cells	CL:0002419
immature T cell	CL:0002420
immature T-cell	CL:0002420
Pre-T cells	CL:0002420
immature T cells	CL:0002420
nucleated reticulocyte	CL:0002421
enucleated reticulocyte	CL:0002422
enucleated reticulocytes	CL:0002422
DN2a thymocyte	CL:0002423
DN2b thymocyte	CL:0002424
early T lineage precursor	CL:0002425
preT.ETP.Th	CL:0002425
ETP	CL:0002425
CD11b-positive, CD27-positive natural killer cell, mouse	CL:0002426
resting double-positive thymocyte	CL:0002427
T.DP.sm.Th	CL:0002427
double-positive blast	CL:0002428
activated double-positive thymocyte	CL:0002428
T.DPb.Th	CL:0002428
CD69-positive double-positive thymocyte	CL:0002429
T.DP69+.Th	CL:0002429
CD4-intermediate, CD8-positive double-positive thymocyte	CL:0002430
T_4int8+_Th	CL:0002430
T.4int8+.Th	CL:0002430
CD4-positive, CD8-intermediate double-positive thymocyte	CL:0002431
T_4+8int_Th	CL:0002431
T.4+8int.Th	CL:0002431
CD24-positive, CD4 single-positive thymocyte	CL:0002432
CD24-positive, CD4 single-positive semimature thymocyte	CL:0002432
T.4SP24int.Th	CL:0002432
CD69-positive, CD4-positive single-positive thymocyte	CL:0002433
T.4SP69+.Th	CL:0002433
intermediate CD4-single-positive	CL:0002433
CD24-positive, CD8 single-positive thymocyte	CL:0002434
T.8SP24int.Th	CL:0002434
CD24-positive, CD8 single-positive semimature thymocyte	CL:0002434
CD69-positive, CD8-positive single-positive thymocyte	CL:0002435
T.8SP69+.Th	CL:0002435
intermediate CD8-single-positive	CL:0002435
mature CD4 single-positive thymocyte	CL:0002436
mature CD8 single-positive thymocyte	CL:0002437
T.8SP24-.Th	CL:0002437
NK1.1-positive natural killer cell, mouse	CL:0002438
NK.sp	CL:0002438
NK1.1-positive NK cell	CL:0002438
NKGA2-positive natural killer cell, mouse	CL:0002439
NK.G2A+.SP	CL:0002439
Ly49D-positive natural killer cell, mouse	CL:0002440
NK.49D+.Sp	CL:0002440
CD94-positive natural killer cell, mouse	CL:0002441
NK.94+.Sp	CL:0002441
CD94-negative, Ly49CI-negative natural killer cell, mouse	CL:0002442
NK.49Cl-94-.Sp	CL:0002442
CD94- Ly49I-negative NK cell	CL:0002442
Ly49CI-positive natural killer cell, mouse	CL:0002443
Ly49I-positive NK cell	CL:0002443
NK.49Cl+.Sp	CL:0002443
Ly49H-positive natural killer cell, mouse	CL:0002444
LyH49H-positive	CL:0002444
Ly49D-negative natural killer cell, mouse	CL:0002445
NK.49D-.Sp	CL:0002445
Ly49CI-negative natural killer cell, mouse	CL:0002446
NK.49Cl-.Sp	CL:0002446
Ly49I-negative NK cell	CL:0002446
CD94-negative natural killer cell, mouse	CL:0002447
NK.94-.Sp	CL:0002447
Ly49H-negative natural killer cell, mouse	CL:0002448
LyH49H-negative	CL:0002448
CD94-positive Ly49CI-positive natural killer cell, mouse	CL:0002449
NK.49Cl+94+.Sp	CL:0002449
tether cell	CL:0002450
mammary stem cell	CL:0002451
breast tissue-derived stromal cells	CL:0002451
oligodendrocyte precursor cell	CL:0002453
OPCs	CL:0002453
OPC	CL:0002453
Oligodendrocyte Progenitor Cells	CL:0002453
oligodendrocyte progenitor cell	CL:0002453
oligodendrocyte precursor cells	CL:0002453
oligodendrocyte progenitor	CL:0002453
proliferating oligodendrocyte progenitor cells	CL:0002453
